Hogar;Persona;Viaje;Etapas;ComunaOrigen;ComunaDestino;SectorOrigen;SectorDestino;ZonaOrigen;ZonaDestino;OrigenCoordX;OrigenCoordY;DestinoCoordX;DestinoCoordY;Proposito;PropositoAgregado;ActividadDestino;MediosUsados;ModoAgregado;ModoPriPub;ModoMotor;HoraIni;HoraFin;HoraMedia;TiempoViaje;TiempoMedio;Periodo;MinutosDespues;CuadrasDespues;FactorLaboralNormal;FactorSabadoNormal;FactorDomingoNormal;FactorLaboralEstival;FactorFindesemanaEstival;CodigoTiempo
100510;10051001;1005100101;1;4;1;4;1;4;1;-67,777;-12,52535;-67,7784;-12,523074;1;1;1;9;18;5;2;06:45;07:00;06:53;15;1;1;;;1,14387994;;;;;0
100510;10051001;1005100102;1;5;2;5;2;5;2;-67,7784;-12,523074;-67,777;-12,52535;7;1;;9;18;5;2;17:30;17:45;17:38;15;1;4;;;1,48210391;;;;;0
100510;10051001;1005100103;1;6;3;6;3;6;3;;;;;13;3;;8;17;5;2;19:30;19:40;19:35;10;1;4;10;4;1,48210391;;;;;0
100510;10051001;1005100104;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;21:50;22:00;21:55;10;1;5;10;4;1,48210391;;;;;0
100510;10051002;1005100201;1;8;5;8;5;8;5;;;;;11;3;;8;17;5;2;17:20;17:21;17:21;1;1;5;1;1;1,48210391;;;;;0
100510;10051002;1005100202;1;9;6;9;6;9;6;;;;;7;3;;8;17;5;2;17:29;17:30;17:30;1;1;5;1;1;1,48210391;;;;;0
100510;10051003;1005100301;1;1;7;1;7;1;7;-67,777;-12,52535;-67,791175;-12,523853;1;1;1;9;18;5;2;07:45;08:00;07:53;15;1;2;;;1,14387994;;;;;0
100510;10051003;1005100302;1;2;8;2;8;2;8;-67,791175;-12,523853;-67,777;-12,52535;7;1;;9;18;5;2;17:30;17:45;17:38;15;1;4;;;1,48210391;;;;;0
100510;10051004;1005100401;1;3;9;3;9;3;9;-67,777;-12,52535;-67,75493126;-12,51635;1;1;5;9;18;5;2;07:30;08:07;07:49;37;2;2;;;1,14387994;;;;;1
100510;10051004;1005100402;1;4;1;4;1;4;1;-67,75493126;-12,51635;-67,777;-12,52535;7;1;;9;18;5;2;17:30;18:05;17:47;35;2;4;;;1,48210391;;;;;1
100510;10051005;1005100501;1;5;2;5;2;5;2;-67,777;-12,52535;-67,4964875;-12,529473;1;1;1;17;1;1;1;07:30;08:25;07:58;55;2;2;0;0;1,04307354;;;;;0
100510;10051005;1005100502;1;6;3;6;3;6;3;-67,4964875;-12,529473;-67,777;-12,52535;7;1;;17;1;1;1;18:30;19:05;18:47;35;2;4;0;0;1,14387994;;;;;0
100522;10052201;1005220101;1;7;4;7;4;7;4;;;;;11;3;;8;17;5;2;10:00;10:02;10:01;2;1;3;2;1;;;1,48210391;;;
100522;10052201;1005220102;1;8;5;8;5;8;5;;;;;7;3;;8;17;5;2;10:08;10:10;10:09;2;1;3;2;1;;;1,48210391;;;
100522;10052201;1005220103;1;9;6;9;6;9;6;-67,11465626;-12,533105;0;0;13;3;;8;17;5;2;18:00;18:30;18:15;30;1;4;30;10;;;1,48210391;;;
100522;10052201;1005220104;1;1;7;1;7;1;7;0;0;-67,11465626;-12,533105;7;3;;8;17;5;2;18:31;19:00;18:45;29;1;4;30;10;;;1,48210391;;;
100522;10052202;1005220201;1;2;8;2;8;2;8;-67,11465626;-12,533105;0;0;13;3;;8;17;5;2;18:00;18:30;18:15;30;1;4;30;10;;;1,48210391;;;
100522;10052202;1005220202;1;3;9;3;9;3;9;0;0;-67,11465626;-12,533105;7;3;;8;17;5;2;18:31;19:00;18:45;29;1;4;30;10;;;1,48210391;;;
100522;10052203;1005220301;1;4;1;4;1;4;1;;;;;13;3;;8;17;5;2;19:00;19:15;19:08;15;1;4;15;7;;;1,48210391;;;
100522;10052203;1005220302;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;20:45;21:00;20:53;15;1;5;15;7;;;1,48210391;;;
100522;10052204;1005220401;1;6;3;6;3;6;3;;;;;13;3;;8;17;5;2;19:00;19:15;19:08;15;1;4;15;7;;;1,48210391;;;
100522;10052204;1005220402;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;20:45;21:00;20:53;15;1;5;15;7;;;1,48210391;;;
100522;10052205;1005220501;1;8;5;8;5;8;5;;;;;13;3;;8;17;5;2;19:00;21:00;20:00;120;4;4;15;7;;;1,48210391;;;
100532;10053201;1005320101;1;9;6;9;6;9;6;-67,1765125;-12,533108;-67,843425;-12,532116;12;3;;5;5;2;1;09:15;09:20;09:18;5;1;5;2;1;1,48210391;;;;;0
100532;10053201;1005320102;1;1;7;1;7;1;7;-67,843425;-12,532116;-67,1765125;-12,533108;7;3;;5;5;2;1;11:15;11:30;11:23;15;1;3;2;1;1,48210391;;;;;0
100541;10054101;1005410101;1;2;8;2;8;2;8;-67,805425;-12,533515;-67,72775;-12,536737;1;1;5;1;1;1;1;06:30;06:40;06:35;10;1;1;0;0;1,50587788;;;;;0
100541;10054101;1005410102;1;3;9;3;9;3;9;-67,72775;-12,536737;-67,805425;-12,533515;7;1;;1;1;1;1;10:25;10:30;10:27;5;1;3;0;0;1,48210391;;;;;0
100541;10054101;1005410103;1;4;1;4;1;4;1;-67,805425;-12,533515;-67,72775;-12,536737;1;1;5;1;1;1;1;11:00;11:10;11:05;10;1;3;0;0;1,48210391;;;;;0
100541;10054101;1005410104;1;5;2;5;2;5;2;-67,72775;-12,536737;-67,805425;-12,533515;7;1;;1;1;1;1;15:30;15:40;15:35;10;1;5;0;0;1,48210391;;;;;0
100541;10054101;1005410105;1;6;3;6;3;6;3;-67,805425;-12,533515;-67,72775;-12,536737;1;1;5;1;1;1;1;17:00;17:10;17:05;10;1;5;0;0;1,48210391;;;;;0
100541;10054101;1005410106;1;7;4;7;4;7;4;-67,72775;-12,536737;-67,805425;-12,533515;7;1;;1;1;1;1;22:00;22:05;22:02;5;1;5;0;0;1,48210391;;;;;0
100541;10054102;1005410201;1;8;5;8;5;8;5;;;;;11;3;;8;17;5;2;19:00;19:01;19:00;1;1;4;1;1;1,48210391;;;;;0
100541;10054102;1005410202;1;9;6;9;6;9;6;;;;;7;3;;8;17;5;2;19:04;19:05;19:05;1;1;4;1;1;1,48210391;;;;;0
100541;10054104;1005410401;1;1;7;1;7;1;7;;;;;1;1;5;8;17;5;2;10:30;10:33;10:31;3;1;3;3;2;1,48210391;;;;;0
100541;10054104;1005410402;1;2;8;2;8;2;8;;;;;7;1;;8;17;5;2;15:00;15:03;15:01;3;1;5;3;2;1,48210391;;;;;0
100541;10054104;1005410403;1;3;9;3;9;3;9;;;;;1;1;5;8;17;5;2;15:57;16:00;15:59;3;1;5;3;2;1,48210391;;;;;0
100541;10054104;1005410404;1;4;1;4;1;4;1;;;;;7;1;;8;17;5;2;21:00;21:03;21:01;3;1;5;3;2;1,48210391;;;;;0
100562;10056201;1005620101;1;5;2;5;2;5;2;-66,9550375;-12,531367;-69,30790626;-12,59578;11;3;;14;3;2;1;12:00;12:45;12:23;45;2;5;0;0;;;;1;;
100562;10056201;1005620102;1;6;3;6;3;6;3;-69,30790626;-12,59578;-68,91221876;-12,595275;11;3;;4;4;2;1;16:00;16:30;16:15;30;1;5;3;1;;;;1,127219853;;
100562;10056201;1005620103;1;7;4;7;4;7;4;-68,91221876;-12,595275;-66,9550375;-12,531367;7;3;;14;3;2;1;18:30;20:00;19:15;90;3;4;5;2;;;;1;;
100562;10056202;1005620201;1;8;5;8;5;8;5;;;;;11;3;;8;17;5;2;11:30;11:32;11:31;2;1;3;2;1;;;;1,482103914;;
100562;10056202;1005620202;1;9;6;9;6;9;6;;;;;7;3;;8;17;5;2;11:35;11:37;11:36;2;1;3;2;1;;;;1,482103914;;
100571;10057101;1005710101;1;1;7;1;7;1;7;-67,79031876;-12,53708;-67,72829376;-12,532174;1;1;2;5;5;2;1;07:50;08:00;07:55;10;1;2;3;1;1,14387994;;;;;0
100571;10057101;1005710102;1;2;8;2;8;2;8;-67,72829376;-12,532174;-67,79031876;-12,53708;7;1;;5;5;2;1;19:00;19:12;19:06;12;1;4;0;0;1,14387994;;;;;0
100571;10057102;1005710201;1;3;9;3;9;3;9;-67,79031876;-12,53708;-67,7281875;-12,532172;12;3;;5;5;2;1;15:30;15:45;15:38;15;1;5;2;1;1,48210391;;;;;0
100571;10057102;1005710202;1;4;1;4;1;4;1;-67,7281875;-12,532172;-67,79031876;-12,53708;7;3;;5;5;2;1;18:45;19:00;18:53;15;1;4;0;0;1,14387994;;;;;0
100571;10057103;1005710301;1;5;2;5;2;5;2;-67,79031876;-12,53708;-67,87948126;-12,53227;1;1;5;5;5;2;1;13:30;13:45;13:38;15;1;5;2;1;1,48210391;;;;;0
100571;10057103;1005710302;1;6;3;6;3;6;3;-67,87948126;-12,53227;-67,79031876;-12,53708;7;1;;5;5;2;1;19:00;19:15;19:08;15;1;4;0;0;1,14387994;;;;;0
100571;10057104;1005710401;1;7;4;7;4;7;4;-67,79031876;-12,53708;-67,76800626;-12,532729;3;2;;5;5;2;1;07:50;08:00;07:55;10;1;2;0;0;1,14387994;;;;;0
100571;10057104;1005710402;1;8;5;8;5;8;5;-67,76800626;-12,532729;-67,79031876;-12,53708;7;2;;8;17;5;2;16:00;16:30;16:15;30;1;5;30;9;1,48210391;;;;;0
100571;10057105;1005710501;1;9;6;9;6;9;6;-67,79031876;-12,53708;-67,76206876;-12,53267;3;2;;8;17;5;2;07:50;08:10;08:00;20;1;2;20;10;1,14387994;;;;;0
100571;10057105;1005710502;1;1;7;1;7;1;7;-67,76206876;-12,53267;-67,79031876;-12,53708;7;2;;8;17;5;2;16:00;16:20;16:10;20;1;5;20;10;1,48210391;;;;;0
100582;10058201;1005820101;1;2;8;2;8;2;8;-67,70021876;-12,533654;-67,746925;-12,534744;6;3;;5;5;2;1;19:00;19:25;19:13;25;1;4;5;3;1,14387994;;;;;0
100582;10058201;1005820102;1;3;9;3;9;3;9;-67,746925;-12,534744;-67,70021876;-12,533654;7;3;;5;5;2;1;21:00;21:35;21:17;35;2;5;3;2;1,48210391;;;;;0
100582;10058202;1005820201;1;4;1;4;1;4;1;-67,70021876;-12,533654;-69,14285626;-12,595333;3;2;;14;3;2;1;08:00;09:00;08:30;60;2;2;5;2;1;;;;;0
100582;10058202;1005820202;1;5;2;5;2;5;2;-69,14285626;-12,595333;-67,70021876;-12,533654;7;2;;14;3;2;1;18:00;18:50;18:25;50;2;4;10;3;1;;;;;0
100592;10059201;1005920101;1;6;3;6;3;6;3;-67,8835;-12,533705;-69,3558;-12,587667;5;3;;14;3;2;1;06:30;08:05;07:17;95;4;1;5;2;1;;;;;0
100592;10059201;1005920102;1;7;4;7;4;7;4;-69,3558;-12,587667;-67,8835;-12,533705;7;3;;14;3;2;1;11:00;11:45;11:23;45;2;3;6;4;1;;;;;0
100592;10059201;1005920103;1;8;5;8;5;8;5;-67,8835;-12,533705;-67,7579875;-12,532407;11;3;;8;17;5;2;12:30;12:50;12:40;20;1;5;20;6;1,48210391;;;;;0
100592;10059201;1005920104;1;9;6;9;6;9;6;-67,7579875;-12,532407;-67,8835;-12,533705;7;3;;8;17;5;2;13:00;13:20;13:10;20;1;5;20;6;1,48210391;;;;;0
100592;10059202;1005920201;1;1;7;1;7;1;7;-67,8835;-12,533705;-67,72829376;-12,532174;3;2;;17;1;1;1;08:05;08:10;08:08;5;1;2;0;0;1,04307354;;;;;0
100592;10059202;1005920202;1;2;8;2;8;2;8;-67,72829376;-12,532174;-67,8835;-12,533705;7;2;;6;16;3;1;15:45;16:40;16:13;55;2;5;;;1;;;;;0
100592;10059203;1005920301;1;3;9;3;9;3;9;-67,8835;-12,533705;-67,7579875;-12,532407;2;1;5;8;17;5;2;18:00;18:20;18:10;20;1;4;20;5;1,48210391;;;;;0
100592;10059203;1005920302;1;4;1;4;1;4;1;-67,7579875;-12,532407;-67,8835;-12,533705;7;1;;8;17;5;2;22:15;22:35;22:25;20;1;5;20;5;1,48210391;;;;;0
100601;10060101;1006010101;1;5;2;5;2;5;2;-67,78984376;-12,537342;-67,80495;-12,533225;6;3;;1;1;1;1;09:00;09:10;09:05;10;1;5;0;0;1,48210391;;;;;0
100601;10060101;1006010102;1;6;3;6;3;6;3;-67,80495;-12,533225;-67,78984376;-12,537342;7;3;;1;1;1;1;14:00;14:05;14:03;5;1;5;0;0;1,48210391;;;;;0
100601;10060101;1006010103;1;7;4;7;4;7;4;-67,78984376;-12,537342;-67,7277125;-12,534465;14;3;;1;1;1;1;19:30;19:35;19:32;5;1;4;0;0;1,14387994;;;;;0
100601;10060101;1006010104;1;8;5;8;5;8;5;-67,7277125;-12,534465;-67,7129875;-12,534696;6;3;;1;1;1;1;23:00;23:05;23:02;5;1;6;0;0;1,48210391;;;;;2
100601;10060101;1006010105;1;9;6;9;6;9;6;-67,7129875;-12,534696;-67,78984376;-12,537342;7;3;;1;1;1;1;00:20;00:30;00:25;10;1;6;0;0;1,48210391;;;;;0
100601;10060102;1006010201;2;1;7;1;7;1;7;-67,78984376;-12,537342;-67,639675;-12,517642;1;1;1;"5;11";16;2;1;19:00;20:00;19:30;60;2;4;0;0;1;;;;;1
100601;10060103;1006010301;1;2;8;2;8;2;8;-67,78984376;-12,537342;-67,7277125;-12,534465;14;3;;17;1;1;1;19:30;19:35;19:32;5;1;4;0;0;1,14387994;;;;;0
100601;10060103;1006010302;1;3;9;3;9;3;9;-67,7277125;-12,534465;-67,7129875;-12,534696;6;3;;17;1;1;1;23:00;23:05;23:02;5;1;6;0;0;1,48210391;;;;;2
100601;10060103;1006010303;1;4;1;4;1;4;1;-67,7129875;-12,534696;-67,78984376;-12,537342;7;3;;17;1;1;1;00:20;00:30;00:25;10;1;6;0;0;1,48210391;;;;;0
100601;10060104;1006010401;1;5;2;5;2;5;2;-67,78984376;-12,537342;-67,7277125;-12,534465;14;3;;17;1;1;1;19:30;19:35;19:32;5;1;4;0;0;1,14387994;;;;;0
100601;10060104;1006010402;1;6;3;6;3;6;3;-67,7277125;-12,534465;-67,7129875;-12,534696;6;3;;17;1;1;1;23:00;23:05;23:02;5;1;6;0;0;1,48210391;;;;;2
100601;10060104;1006010403;1;7;4;7;4;7;4;-67,7129875;-12,534696;-67,78984376;-12,537342;7;3;;17;1;1;1;00:20;00:30;00:25;10;1;6;0;0;1,48210391;;;;;0
100611;10061101;1006110101;1;8;5;8;5;8;5;-67,6238875;-12,533912;-67,8793375;-12,515415;1;1;5;1;1;1;1;08:00;08:30;08:15;30;1;2;0;0;1,04307354;;;;;1
100611;10061101;1006110102;1;9;6;9;6;9;6;-67,8793375;-12,515415;-67,6238875;-12,533912;7;1;;1;1;1;1;17:45;18:15;18:00;30;1;4;0;0;1,14387994;;;;;1
100611;10061103;1006110301;1;1;7;1;7;1;7;-67,6238875;-12,533912;-67,9283625;-12,533472;3;2;;8;17;5;2;08:00;08:15;08:08;15;1;2;15;7;1,14387994;;;;;0
100611;10061103;1006110302;1;2;8;2;8;2;8;-67,9283625;-12,533472;-67,6238875;-12,533912;7;2;;8;17;5;2;13:00;13:15;13:08;15;1;5;15;7;1,48210391;;;;;0
100611;10061104;1006110401;1;3;9;3;9;3;9;-67,6238875;-12,533912;-67,7281875;-12,532172;1;1;2;9;18;5;2;09:00;09:15;09:08;15;1;5;;;1,48210391;;;;;0
100611;10061104;1006110402;1;4;1;4;1;4;1;-67,7281875;-12,532172;-67,6238875;-12,533912;7;1;;9;18;5;2;18:00;18:15;18:08;15;1;4;;;1,48210391;;;;;0
100620;10062001;1006200101;1;5;2;5;2;5;2;;;;;11;3;;8;17;5;2;07:00;07:03;07:02;3;1;1;3;2;;;;1,14387994;;
100620;10062001;1006200102;1;6;3;6;3;6;3;;;;;7;3;;8;17;5;2;07:04;07:07;07:06;3;1;1;3;2;;;;1,14387994;;
100620;10062003;1006200301;1;7;4;7;4;7;4;-68,84121876;-12,532298;-68,94525626;-12,529437;1;1;1;9;18;5;2;06:15;07:00;06:38;45;2;1;;;;;;1,14387994;;
100620;10062003;1006200302;1;8;5;8;5;8;5;-68,94525626;-12,529437;-68,84121876;-12,532298;7;1;;9;18;5;2;15:00;15:30;15:15;30;1;5;;;;;;1,482103914;;
100620;10062003;1006200303;1;9;6;9;6;9;6;;;;;13;3;;8;17;5;2;18:00;18:01;18:00;1;1;4;1;1;;;;1,482103914;;
100620;10062003;1006200304;1;1;7;1;7;1;7;;;;;7;3;;8;17;5;2;19:30;19:31;19:30;1;1;4;1;1;;;;1,482103914;;
100620;10062004;1006200401;1;2;8;2;8;2;8;-68,84121876;-12,532298;-67,8733875;-12,532268;1;1;1;14;3;2;1;06:30;08:15;07:23;105;4;1;6;10;;;;1;;
100620;10062004;1006200402;1;3;9;3;9;3;9;-67,8733875;-12,532268;-68,84121876;-12,532298;7;1;;14;3;2;1;15:30;16:30;16:00;60;2;5;5;3;;;;1;;
100620;10062004;1006200403;1;4;1;4;1;4;1;;;;;13;3;;8;17;5;2;18:00;18:01;18:00;1;1;4;1;1;;;;1,482103914;;
100620;10062004;1006200404;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;19:30;19:31;19:30;1;1;4;1;1;;;;1,482103914;;
100620;10062005;1006200501;1;6;3;6;3;6;3;-68,84121876;-12,532298;-68,01105626;-12,536062;1;1;1;17;1;1;1;07:00;08:00;07:30;60;2;2;0;0;;;;1,14387994;;
100620;10062005;1006200502;1;7;4;7;4;7;4;-68,01105626;-12,536062;-68,84121876;-12,532298;7;1;;17;1;1;1;13:00;14:00;13:30;60;2;5;0;0;;;;1,482103914;;
100620;10062007;1006200701;1;8;5;8;5;8;5;;;;;13;3;;8;17;5;2;08:00;08:05;08:03;5;1;2;2;2;;;;1,14387994;;
100620;10062007;1006200702;1;9;6;9;6;9;6;;;;;7;3;;8;17;5;2;12:00;12:05;12:03;5;1;5;2;2;;;;1,482103914;;
100620;10062007;1006200703;1;1;7;1;7;1;7;;;;;13;3;;8;17;5;2;14:00;14:02;14:01;2;1;5;2;2;;;;1,482103914;;
100620;10062007;1006200704;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;16:00;16:02;16:01;2;1;5;2;2;;;;1,482103914;;
100631;10063101;1006310101;1;3;9;3;9;3;9;-67,8689;-12,533471;-67,72829376;-12,532174;1;1;2;5;5;2;1;08:00;08:15;08:08;15;1;2;3;1;1,14387994;;;;;0
100631;10063101;1006310102;1;4;1;4;1;4;1;-67,72829376;-12,532174;-67,8689;-12,533471;7;1;;5;5;2;1;21:00;21:10;21:05;10;1;5;2;1;1,48210391;;;;;0
100631;10063102;1006310201;2;5;2;5;2;5;2;-67,8689;-12,533471;-69,11401876;-12,5959;3;2;;"12;4";10;2;1;07:00;08:20;07:40;80;3;2;2;1;0,81790735;;;;;0
100631;10063102;1006310202;2;6;3;6;3;6;3;-69,11401876;-12,5959;-67,8689;-12,533471;7;2;;"4;12";10;2;1;15:00;16:30;15:45;90;3;5;20;10;1,12721985;;;;;0
100642;10064201;1006420101;1;7;4;7;4;7;4;-69,1163125;-12,548125;-66,9873;-12,532412;12;3;;14;3;2;1;09:00;10:00;09:30;60;2;5;2;1;1;;;;;0
100642;10064201;1006420102;1;8;5;8;5;8;5;-66,9873;-12,532412;-69,1163125;-12,548125;7;3;;14;3;2;1;12:00;13:00;12:30;60;2;5;5;2;1;;;;;0
100642;10064202;1006420201;1;9;6;9;6;9;6;-69,1163125;-12,548125;-68,77974376;-12,560784;3;2;;14;3;2;1;07:40;08:00;07:50;20;1;2;2;1;1;;;;;0
100642;10064202;1006420202;1;1;7;1;7;1;7;-68,77974376;-12,560784;-69,1163125;-12,548125;7;2;;14;3;2;1;15:30;16:00;15:45;30;1;5;5;2;1;;;;;0
100642;10064203;1006420301;1;2;8;2;8;2;8;-69,1163125;-12,548125;-68,23524376;-12,560107;3;2;;6;16;3;1;08:00;08:30;08:15;30;1;2;;;1;;;;;0
100642;10064203;1006420302;1;3;9;3;9;3;9;-68,23524376;-12,560107;-69,1163125;-12,548125;7;2;;6;16;3;1;13:00;13:50;13:25;50;2;5;;;1;;;;;0
100642;10064204;1006420401;1;4;1;4;1;4;1;-69,1163125;-12,548125;-66,9873;-12,532412;12;3;;14;3;2;1;09:00;10:00;09:30;60;2;5;3;1;1;;;;;0
100642;10064204;1006420402;1;5;2;5;2;5;2;-66,9873;-12,532412;-69,1163125;-12,548125;7;3;;14;3;2;1;12:00;13:00;12:30;60;2;5;4;2;1;;;;;0
100651;10065101;1006510101;1;6;3;6;3;6;3;-67,7425875;-12,530702;-67,7750875;-12,531842;5;3;;17;1;1;1;09:00;09:07;09:04;7;1;5;0;0;1,48210391;;;;;0
100651;10065101;1006510102;1;7;4;7;4;7;4;-67,7750875;-12,531842;-67,7425875;-12,530702;7;3;;17;1;1;1;10:30;10:37;10:34;7;1;3;0;0;1,48210391;;;;;0
100661;10066101;1006610101;1;8;5;8;5;8;5;;;;;11;3;;8;17;5;2;18:00;18:02;18:01;2;1;4;2;1;1,48210391;;;;;0
100661;10066101;1006610102;1;9;6;9;6;9;6;;;;;11;3;;8;17;5;2;18:03;18:05;18:04;2;1;4;2;1;1,48210391;;;;;0
100661;10066101;1006610103;1;1;7;1;7;1;7;;;;;7;3;;8;17;5;2;18:10;18:15;18:13;5;1;4;5;4;1,48210391;;;;;0
100661;10066102;1006610201;1;2;8;2;8;2;8;-68,928825;-12,530637;-67,69875626;-12,531942;10;3;;5;5;2;1;15:50;16:40;16:15;50;2;5;12;4;1,48210391;;;;;0
100661;10066102;1006610202;1;3;9;3;9;3;9;-67,69875626;-12,531942;-68,928825;-12,530637;7;3;;5;5;2;1;16:50;17:30;17:10;40;2;5;5;4;1,48210391;;;;;0
100661;10066102;1006610203;1;4;1;4;1;4;1;;;;;10;3;;9;18;5;2;18:15;18:30;18:23;15;1;4;0;0;1,48210391;;;;;0
100661;10066102;1006610204;1;5;2;5;2;5;2;;;;;7;3;;9;18;5;2;18:50;19:05;18:58;15;1;4;0;0;1,48210391;;;;;0
100672;10067201;1006720101;2;6;3;6;3;6;3;-67,7858875;-12,531085;-69,1139875;-12,596047;1;1;2;"12;4";10;2;1;09:00;10:15;09:38;75;3;5;5;2;1,12721985;;;;;0
100672;10067201;1006720102;2;7;4;7;4;7;4;-69,1139875;-12,596047;-67,7858875;-12,531085;7;1;;"4;12";10;2;1;20:00;21:30;20:45;90;3;5;10;4;1,12721985;;;;;0
100672;10067202;1006720201;3;8;5;8;5;8;5;-67,7858875;-12,531085;-69,2186375;-12,590688;1;1;5;"12;4;2";15;2;1;11:00;14:00;12:30;180;6;5;5;2;1,12721985;;;;;0
100672;10067202;1006720202;3;9;6;9;6;9;6;-69,2186375;-12,590688;-67,7858875;-12,531085;7;1;;"2;4;12";15;2;1;18:00;21:00;19:30;180;6;4;10;5;1,05276356;;;;;0
100672;10067203;1006720301;1;1;7;1;7;1;7;-67,7858875;-12,531085;-67,7094875;-12,535751;1;1;1;5;5;2;1;08:00;08:10;08:05;10;1;2;4;2;1,14387994;;;;;0
100672;10067203;1006720302;1;2;8;2;8;2;8;-67,7094875;-12,535751;-67,7858875;-12,531085;7;1;;12;3;2;1;20:00;20:10;20:05;10;1;4;0;0;1;;;;;0
100672;10067204;1006720401;1;3;9;3;9;3;9;-67,7858875;-12,531085;-67,71089376;-12,532284;3;2;;8;17;5;2;08:00;08:10;08:05;10;1;2;10;4;1,14387994;;;;;0
100672;10067204;1006720402;1;4;1;4;1;4;1;-67,71089376;-12,532284;-67,7858875;-12,531085;7;2;;8;17;5;2;17:00;17:10;17:05;10;1;5;10;4;1,48210391;;;;;0
100672;10067205;1006720501;1;5;2;5;2;5;2;;;;;3;2;;8;17;5;2;08:00;08:10;08:05;10;1;2;10;5;1,14387994;;;;;0
100672;10067205;1006720502;1;6;3;6;3;6;3;;;;;7;2;;8;17;5;2;16:00;16:10;16:05;10;1;5;10;5;1,48210391;;;;;0
100672;10067206;1006720601;1;7;4;7;4;7;4;;;;;3;2;;8;17;5;2;08:00;08:10;08:05;10;1;2;10;4;1,14387994;;;;;0
100672;10067206;1006720602;1;8;5;8;5;8;5;;;;;7;2;;8;17;5;2;16:00;16:10;16:05;10;1;5;10;4;1,48210391;;;;;0
100681;10068101;1006810101;1;9;6;9;6;9;6;-67,77513126;-12,53122;-67,7323;-12,532438;11;3;;8;17;5;2;10:00;10:10;10:05;10;1;3;10;4;1,48210391;;;;;0
100681;10068101;1006810102;1;1;7;1;7;1;7;-67,7323;-12,532438;-67,77513126;-12,53122;7;3;;8;17;5;2;10:40;10:50;10:45;10;1;3;10;4;1,48210391;;;;;0
100681;10068102;1006810201;1;2;8;2;8;2;8;-67,77513126;-12,53122;-67,900675;-12,514994;1;1;1;17;1;1;1;09:00;09:30;09:15;30;1;5;0;0;1,48210391;;;;;1
100681;10068102;1006810202;1;3;9;3;9;3;9;-67,900675;-12,514994;-67,77513126;-12,53122;7;1;;17;1;1;1;20:00;20:30;20:15;30;1;4;0;0;1,14387994;;;;;1
100681;10068103;1006810301;2;4;1;4;1;4;1;-67,77513126;-12,53122;-69,26370626;-12,596938;1;1;5;"12;4";10;2;1;06:00;07:40;06:50;100;4;1;5;2;1,42042823;;;;;0
100681;10068103;1006810302;2;5;2;5;2;5;2;-69,26370626;-12,596938;-67,77513126;-12,53122;7;1;;"4;12";10;2;1;19:00;20:20;19:40;80;3;4;8;2;1,05276356;;;;;0
100681;10068104;1006810401;1;6;3;6;3;6;3;-67,77513126;-12,53122;-68,79053126;-12,594696;1;1;2;12;3;2;1;08:00;09:10;08:35;70;3;2;2;1;1;;;;;0
100681;10068104;1006810402;1;7;4;7;4;7;4;-68,79053126;-12,594696;-67,77513126;-12,53122;7;1;;12;3;2;1;19:00;20:30;19:45;90;3;4;10;3;1;;;;;0
100692;10069201;1006920101;1;8;5;8;5;8;5;-65,6268;-12,514509;-67,81199376;-12,532608;11;3;;1;1;1;1;09:00;09:45;09:23;45;2;5;0;0;1,48210391;;;;;0
100692;10069201;1006920102;1;9;6;9;6;9;6;-67,81199376;-12,532608;-65,6268;-12,514509;7;3;;1;1;1;1;11:30;12:00;11:45;30;1;3;0;0;1,48210391;;;;;0
100692;10069202;1006920201;1;1;7;1;7;1;7;-65,6268;-12,514509;-67,81199376;-12,532608;11;3;;17;1;1;1;09:00;09:45;09:23;45;2;5;0;0;1,48210391;;;;;0
100692;10069202;1006920202;1;2;8;2;8;2;8;-67,81199376;-12,532608;-65,6268;-12,514509;7;3;;17;1;1;1;11:30;12:00;11:45;30;1;3;0;0;1,48210391;;;;;0
100702;10070201;1007020101;1;3;9;3;9;3;9;;;;;11;3;;8;17;5;2;10:00;10:01;10:00;1;1;3;1;0;;;1,48210391;;;
100702;10070201;1007020102;1;4;1;4;1;4;1;;;;;7;3;;8;17;5;2;10:09;10:10;10:10;1;1;3;1;0;;;1,48210391;;;
100702;10070201;1007020103;1;5;2;5;2;5;2;;;;;11;3;;8;17;5;2;18:00;18:03;18:01;3;1;4;3;1;;;1,48210391;;;
100702;10070201;1007020104;1;6;3;6;3;6;3;;;;;7;3;;8;17;5;2;18:07;18:10;18:08;3;1;4;3;1;;;1,48210391;;;
100712;10071201;1007120101;2;7;4;7;4;7;4;-67,4607125;-12,532054;-69,65815;-12,597389;1;1;5;"14;4";10;2;1;07:00;08:40;07:50;100;4;2;5;2;0,81790735;;;;;0
100712;10071201;1007120102;2;8;5;8;5;8;5;-69,65815;-12,597389;-67,4607125;-12,532054;7;1;;"4;12";10;2;1;20:00;21:55;20:58;115;4;5;5;2;1,12721985;;;;;0
